,Name,Symbol
2714,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,FCNCO
2715,First Citizens BancShares Inc. Depositary Shares,FCNCP
2716,abrdn Global Income Fund Inc. Common Stock,FCO
2717,Four Corners Property Trust Inc. Common Stock,FCPT
2718,First Eagle Alternative Capital BDC Inc. Common Stock,FCRD
2719,First Eagle Alternative Capital BDC Inc. 5.000% Notes due 2026,FCRX
2720,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,FCT
2721,Focus Universal Inc. Common Stock,FCUV
2722,Freeport-McMoRan Inc. Common Stock,FCX
2723,Fidelity D & D Bancorp Inc. Common Stock,FDBC
2724,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,FDEU
2725,4D Molecular Therapeutics Inc. Common Stock,FDMT
2726,Fresh Del Monte Produce Inc. Common Stock,FDP
2727,FactSet Research Systems Inc. Common Stock,FDS
2728,Fidus Investment Corporation Common Stock,FDUS
2729,FedEx Corporation Common Stock,FDX
2730,FirstEnergy Corp. Common Stock,FE
2731,5E Advanced Materials Inc. Common Stock,FEAM
2732,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,FEDU
2733,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,FEI           
2734,Frequency Electronics Inc. Common Stock,FEIM
2735,Franklin Electric Co. Inc. Common Stock,FELE
2736,Femasys Inc. Common Stock,FEMY
2737,First Trust Energy Income and Growth Fund,FEN
2738,Fennec Pharmaceuticals Inc. Common Stock,FENC
2739,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,FENG
2740,First Trust/abrdn Emerging Opportunity Fund Common Shares of Beneficial Interest,FEO
2741,Ferguson plc Ordinary Shares,FERG
2742,Forum Energy Technologies Inc. Common Stock,FET
2743,Fintech Ecosystem Development Corp. Class A Common Stock,FEXD
2744,Fintech Ecosystem Development Corp. Units,FEXDU
2745,Fintech Ecosystem Development Corp. Warrant,FEXDW
2746,FutureFuel Corp.  Common shares,FF
2747,First Trust Enhanced Equity Income Fund,FFA
2748,First Financial Bancorp. Common Stock,FFBC
2749,FFBW Inc. Common Stock (MD),FFBW
2750,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,FFC
2751,Fuwei Films (Holdings) Co. Ltd. Ordinary Shares,FFHL
2752,Flushing Financial Corporation Common Stock,FFIC
2753,Faraday Future Intelligent Electric Inc. Common Stock,FFIE
2754,Faraday Future Intelligent Electric Inc. Warrant,FFIEW
2755,First Financial Bankshares Inc. Common Stock,FFIN
2756,F5 Inc. Common Stock,FFIV
2757,First Financial Northwest Inc. Common Stock,FFNW
2758,First Foundation Inc. Common Stock,FFWM
2759,First Trust Specialty Finance and Financial Opportunities Fund,FGB
2760,First Guaranty Bancshares Inc. Common Stock,FGBI
2761,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,FGBIP
2762,FibroGen Inc Common Stock,FGEN
2763,FG Financial Group Inc. Common Stock,FGF
2764,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,FGFPP
2765,FGI Industries Ltd. Ordinary Shares,FGI
2766,FGI Industries Ltd. Warrant,FGIWW
2767,FG Merger Corp. Common Stock,FGMC
2768,FG Merger Corp. Unit,FGMCU
2769,FG Merger Corp. Warrant,FGMCW
2770,First Hawaiian Inc. Common Stock,FHB
2771,Federated Hermes Inc. Common Stock,FHI
2772,Future Health ESG Corp. Common stock,FHLT
2773,Future Health ESG Corp. Unit,FHLTU
2774,Future Health ESG Corp. Warrant,FHLTW
2775,First Horizon Corporation Common Stock,FHN
2776,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,FHN^B
2777,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,FHN^C
2778,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series D,FHN^D
2779,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,FHN^E
2780,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,FHN^F
2781,First High-School Education Group Co. Ltd. American Depositary Shares,FHS
2782,Foghorn Therapeutics Inc. Common Stock,FHTX
2783,Focus Impact Acquisition Corp. Class A Common Stock,FIAC
2784,Focus Impact Acquisition Corp. Unit,FIACU
2785,First Interstate BancSystem Inc. Class A Common Stock,FIBK
2786,Fair Isaac Corproation Common Stock,FICO
2787,Frontier Investment Corp Class A Ordinary Shares,FICV
2788,Frontier Investment Corp Units,FICVU
2789,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,FIF
2790,FIGS Inc. Class A Common Stock,FIGS
2791,Marlin Technology Corporation Class A Ordinary Share,FINM
2792,Marlin Technology Corporation Unit,FINMU
2793,Marlin Technology Corporation Warrant,FINMW
2794,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,FINS
2795,FinVolution Group American Depositary Shares,FINV
2796,FinWise Bancorp Common Stock,FINW
2797,FTAI Infrastructure Inc. Common Stock ,FIP
2798,Fidelity National Information Services Inc. Common Stock,FIS
2799,Financial Institutions Inc. Common Stock,FISI
2800,Fiserv Inc. Common Stock,FISV
2801,Fifth Third Bancorp Common Stock,FITB
2802,Fifth Third Bancorp Depositary Shares,FITBI
2803,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,FITBO
2804,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,FITBP
2805,Five Below Inc. Common Stock,FIVE
2806,Five9 Inc. Common Stock,FIVN
2807,Comfort Systems USA Inc. Common Stock,FIX
2808,Homology Medicines Inc. Common Stock,FIXX
2809,National Beverage Corp. Common Stock,FIZZ
2810,Franklin Wireless Corp. Common Stock,FKWL
2811,Foot Locker Inc.,FL
2812,Frazier Lifesciences Acquisition Corporation Class A Ordinary Shares,FLAC
2813,Frazier Lifesciences Acquisition Corporation Warrant,FLACW
2814,First Light Acquisition Group Inc. Class A Common Stock,FLAG
2815,Flaherty & Crumrine Total Return Fund Inc Common Stock,FLC
2816,Flex Ltd. Ordinary Shares,FLEX
2817,Feutune Light Acquisition Corporation Class A Common Stock,FLFV
2818,Feutune Light Acquisition Corporation Unit,FLFVU
2819,Feutune Light Acquisition Corporation Warrant,FLFVW
2820,Flora Growth Corp. Common Stock,FLGC
2821,Fulgent Genetics Inc. Common Stock,FLGT
2822,First of Long Island Corporation (The) Common Stock,FLIC
2823,Full House Resorts Inc. Common Stock,FLL
2824,Flame Acquisition Corp. Class A Common Stock,FLME
2825,Fluence Energy Inc. Class A Common Stock,FLNC
2826,FLEX LNG Ltd. Ordinary Shares,FLNG
2827,Fluent Inc. Common Stock,FLNT
2828,Flowers Foods Inc. Common Stock,FLO
2829,Fluor Corporation Common Stock,FLR
2830,Flowserve Corporation Common Stock,FLS
2831,FleetCor Technologies Inc. Common Stock,FLT
2832,Flux Power Holdings Inc. Common Stock,FLUX
2833,1-800-FLOWERS.COM Inc. Common Stock,FLWS
2834,Flexsteel Industries Inc. Common Stock,FLXS
2835,SOAR Technology Acquisition Corp. Class A Ordinary Shares,FLYA
2836,Flywire Corporation Voting Common Stock,FLYW
2837,Farmers & Merchants Bancorp Inc. Common Stock,FMAO
2838,First Mid Bancshares Inc. Common Stock,FMBH
2839,FMC Corporation Common Stock,FMC
2840,Forum Merger IV Corporation Class A Common stock,FMIV
2841,Forum Merger IV Corporation Unit,FMIVU
2842,Forum Merger IV Corporation Warrant,FMIVW
2843,Federated Hermes Premier Municipal Income Fund,FMN
2844,Farmers National Banc Corp. Common Stock,FMNB
2845,Fresenius Medical Care AG Common Stock,FMS
2846,Forma Therapeutics Holdings Inc. Common Stock,FMTX
2847,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,FMX
2848,First Trust Motgage Income Fund Common Shares of Beneficial Interest,FMY
2849,Fabrinet Ordinary Shares,FN
2850,Paragon 28 Inc. Common Stock,FNA
2851,F.N.B. Corporation Common Stock,FNB
2852,F.N.B. Corporation Depositary Shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred  Stock Series E,FNB^E
2853,FNCB Bancorp Inc. Common Stock,FNCB
2854,Finch Therapeutics Group Inc. Common Stock,FNCH
2855,Floor & Decor Holdings Inc. Common Stock,FND
2856,FNF Group of Fidelity National Financial Inc. Common Stock,FNF
2857,FingerMotion Inc. Common Stock,FNGR
2858,FedNat Holding Company Common Stock,FNHC
2859,Funko Inc. Class A Common Stock,FNKO
2860,First Bancorp Inc  (ME) Common Stock,FNLC
2861,Franco-Nevada Corporation,FNV
2862,Finnovate Acquisition Corp. Class A Ordinary Shares,FNVT
2863,Finnovate Acquisition Corp. Warrants,FNVTW
2864,First Northwest Bancorp Common Stock,FNWB
2865,Finward Bancorp Common Stock,FNWD
2866,Finance of America Companies Inc. Class A Common Stock,FOA
2867,Focus Financial Partners Inc. Class A Common Stock,FOCS
2868,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,FOF
2869,Amicus Therapeutics Inc. Common Stock,FOLD
2870,Fonar Corporation Common Stock,FONR
2871,Forestar Group Inc Common Stock ,FOR
2872,Forian Inc. Common Stock,FORA
2873,Forward Industries Inc. Common Stock,FORD
2874,ForgeRock Inc. Class A Common Stock,FORG
2875,FormFactor Inc. FormFactor Inc. Common Stock,FORM
2876,Forrester Research Inc. Common Stock,FORR
2877,Formula Systems (1985) Ltd. American Depositary Shares,FORTY
2878,Fossil Group Inc. Common Stock,FOSL
2879,Fossil Group Inc. 7% Senior Notes due 2026,FOSLL
2880,Shift4 Payments Inc. Class A Common Stock,FOUR
2881,Fox Corporation Class B Common Stock,FOX
2882,Fox Corporation Class A Common Stock,FOXA
2883,Fox Factory Holding Corp. Common Stock,FOXF
2884,FoxWayne Enterprises Acquisition Corp. Class A Common Stock,FOXW
2885,FoxWayne Enterprises Acquisition Corp. Warrant,FOXWW
2886,Far Peak Acquisition Corporation Class A Ordinary Shares,FPAC
2887,FlexShopper Inc. Common Stock,FPAY
2888,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,FPF
2889,Five Point Holdings LLC Class A Common Shares,FPH
2890,Farmland Partners Inc. Common Stock,FPI
2891,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,FPL
2892,First Industrial Realty Trust Inc. Common Stock,FR
2893,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,FRA
2894,Franklin Financial Services Corporation Common Stock,FRAF
2895,First Bank Common Stock,FRBA
2896,Republic First Bancorp Inc. Common Stock,FRBK
2897,Forbion European Acquisition Corp. Class A Ordinary Shares,FRBN
2898,Forbion European Acquisition Corp. Unit,FRBNU
2899,Forbion European Acquisition Corp. Warrants,FRBNW
2900,FIRST REPUBLIC BANK Common Stock,FRC
2901,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.125% Noncumulative Perpetual Series H Preferred Stock par value $0.01 per share,FRC^H
2902,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series I Preferred Stock par value $0.01 per share,FRC^I
2903,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.70% Noncumulative Perpetual Series J Preferred Stock,FRC^J
2904,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.125% Noncumulative Perpetual Series K Preferred Stock,FRC^K
2905,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.250% Noncumulative Perpetual Series L Preferred Stock,FRC^L
2906,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 4.000% Noncumulative Perpetual Series M Preferred Stock,FRC^M
2907,First Republic Bank Depositary Shares Each Representing a 1/40th Interest in a Share of 4.500% Noncumulative Perpetual Series N Preferred Stock,FRC^N
2908,Friedman Industries Inc. Common Stock,FRD
2909,Whole Earth Brands Inc. Class A Common Stock,FREE
2910,Frequency Therapeutics Inc. Common Stock,FREQ
2911,FREYR Battery Ordinary Shares,FREY
2912,Franchise Group Inc. Common Stock,FRG
2913,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,FRGAP
2914,Forge Global Holdings Inc. Common Stock,FRGE
2915,Fiesta Restaurant Group Inc. Common Stock,FRGI
2916,Freight Technologies Inc. Ordinary Shares,FRGT
2917,Freedom Holding Corp. Common Stock,FRHC
2918,Fortune Rise Acquisition Corporation Class A Common Stock,FRLA
2919,Fortune Rise Acquisition Corporation Units,FRLAU
2920,Fortune Rise Acquisition Corporation Warrant,FRLAW
2921,Freeline Therapeutics Holdings plc American Depositary Shares,FRLN
2922,First Merchants Corporation Common Stock,FRME
2923,First Merchants Corporation Depository Shares,FRMEP
2924,Frontline Ltd. Ordinary Shares,FRO
2925,JFrog Ltd. Ordinary Shares,FROG
2926,Frontier Acquisition Corp. Class A Ordinary Shares,FRON
2927,Frontier Acquisition Corp. Units,FRONU
2928,Frontier Acquisition Corp. Warrant,FRONW
2929,FRP Holdings Inc. Common Stock,FRPH
2930,Freshpet Inc. Common Stock,FRPT
2931,First Reserve Sustainable Growth Corp. Class A Common Stock,FRSG
2932,First Reserve Sustainable Growth Corp. Unit,FRSGU
2933,First Reserve Sustainable Growth Corp. Warrant,FRSGW
2934,Freshworks Inc. Class A Common Stock,FRSH
2935,Primis Financial Corp. Common Stock,FRST
2936,Foresight Autonomous Holdings Ltd. American Depositary Shares,FRSX
2937,Federal Realty Investment Trust Common Stock,FRT
2938,Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share,FRT^C
2939,PWP Forward Acquisition Corp. I Class A Common Stock,FRW
2940,Forest Road Acquisition Corp. II Class A Common Stock,FRXB
2941,Forza X1 Inc. Common Stock,FRZA
2942,Five Star Bancorp Common Stock,FSBC
2943,FS Bancorp Inc. Common Stock,FSBW
2944,First Trust High Income Long Short Fund Common Shares of Beneficial Interest,FSD
2945,First Seacoast Bancorp Common Stock,FSEA
2946,First Savings Financial Group Inc. Common Stock,FSFG
2947,Flexible Solutions International Inc. Common Stock (CDA),FSI
2948,FS KKR Capital Corp. Common Stock,FSK
2949,First Solar Inc. Common Stock,FSLR
2950,Fastly Inc. Class A Common Stock,FSLY
2951,Fortuna Silver Mines Inc Ordinary Shares (Canada),FSM
2952,Fusion Acquisition Corp. II Class A Common Stock,FSNB
2953,Franklin Street Properties Corp. Common Stock,FSP
2954,Fisker Inc. Class A Common Stock,FSR
2955,Fast Radius Inc. Class A Common Stock,FSRD
2956,Fast Radius Inc. Warrants,FSRDW
2957,FinServ Acquisition Corp. II Class A Common Stock,FSRX
2958,FinServ Acquisition Corp. II Unit,FSRXU
2959,FinServ Acquisition Corp. II Warrant,FSRXW
2960,Federal Signal Corporation Common Stock,FSS
2961,Fortistar Sustainable Solutions Corp. Class A Common Stock,FSSI
2962,Fortistar Sustainable Solutions Corp. Unit,FSSIU
2963,L.B. Foster Company Common Stock,FSTR
2964,F-star Therapeutics Inc. Common Stock,FSTX
2965,FirstService Corporation Common Shares,FSV
2966,Franklin Universal Trust Common Stock,FT
2967,FTAC Athena Acquisition Corp. Class A Ordinary Share,FTAA
2968,FTAC Athena Acquisition Corp. Unit,FTAAU
2969,FTAC Athena Acquisition Corp. Warrant,FTAAW
2970,Fortress Transportation and Infrastructure Investors LLC Class A Common Stock,FTAI
2971,Fortress Transportation and Infrastructure Investors LLC 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,FTAIN
2972,Fortress Transportation and Infrastructure Investors LLC 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,FTAIO
2973,Fortress Transportation and Infrastructure Investors LLC 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,FTAIP
2974,Farfetch Limited Class A Ordinary Shares,FTCH
2975,FTC Solar Inc. Common Stock,FTCI
2976,FinTech Acquisition Corp. V Class A Common Stock,FTCV
2977,FinTech Acquisition Corp. V Warrant,FTCVW
2978,Frontdoor Inc. Common Stock,FTDR
2979,Fuel Tech Inc. Common Stock,FTEK
2980,FinTech Evolution Acquisition Group Class A Ordinary Shares,FTEV
2981,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,FTF
2982,Future FinTech Group Inc. Common Stock,FTFT
2983,Fathom Holdings Inc. Common Stock,FTHM
2984,First Trust High Yield Opportunities 2027 Term Fund Common Stock,FTHY
2985,TechnipFMC plc Ordinary Share,FTI
2986,FutureTech II Acquisition Corp. Class A Common Stock,FTII
2987,FutureTech II Acquisition Corp. Warrant,FTIIW
2988,Flotek Industries Inc. Common Stock,FTK
2989,Fortinet Inc. Common Stock,FTNT
2990,FTAC Parnassus Acquisition Corp. Class A Common Stock,FTPA
2991,Fortis Inc. Common Shares,FTS
2992,Fortive Corporation Common Stock ,FTV
2993,FinTech Acquisition Corp. VI Class A Common Stock,FTVI
2994,FinTech Acquisition Corp. VI Units,FTVIU
2995,FinTech Acquisition Corp. VI Warrants,FTVIW
2996,fuboTV Inc. Common Stock,FUBO
2997,H. B. Fuller Company Common Stock,FUL
2998,Fulcrum Therapeutics Inc. Common Stock,FULC
2999,Fulton Financial Corporation Common Stock,FULT
3000,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,FULTP
3001,Cedar Fair L.P. Common Stock,FUN
3002,First United Corporation Common Stock,FUNC
3003,Sprott Focus Trust Inc. Common Stock,FUND
3004,Fury Gold Mines Limited Common Shares,FURY
3005,First US Bancshares Inc. Common Stock,FUSB
3006,Fusion Pharmaceuticals Inc. Common Shares,FUSN
3007,Futu Holdings Limited American Depositary Shares,FUTU
